,sentence,label
649,"the path ice age follows most closely , though , is the one established by warner bros . giant chuck jones , who died a matter of weeks before the movie's release . ",1
1699,"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid . ",1
9031,"go , girls , right down the reality drain . ",0
1519,"the movie occasionally threatens to become didactic , but it's too grounded in the reality of its characters to go over the edge . a touch of humor or an unexpected plot twist always pulls it back . ",1
5804,…the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material . ,0
4351,"one of the most original american productions this year , you'll find yourself remembering this refreshing visit to a sunshine state . ",1
4355,"[a] thoughtful , visually graceful work . ",1
5225,"spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly delivers the goods . ",1
3853,"steven soderbergh's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life . ",1
7434,"for the most part , the ingredients are there . but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck's film from coming together . ",0
498,"the film's sharp , often mischievous sense of humor will catch some off guard . . . ",1
2160,"flamboyant in some movies and artfully restrained in others , 65-year-old jack nicholson could be looking at his 12th oscar nomination by proving that he's now , more than ever , choosing his roles with the precision of the insurance actuary . ",1
8196,"a great ending doesn't make up for a weak movie , and crazy as hell doesn't even have a great ending . ",0
6471,it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese . ,0
7361,it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit . so i just did . ,0
8056,"say this for the soundtrack , it drowns out the lousy dialogue . ",0
4642,"if the very concept makes you nervous . . . you'll have an idea of the film's creepy , scary effectiveness . ",1
3814,"the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end . ",1
670,a work of astonishing delicacy and force . ,1
6336,"goldmember has none of the visual wit of the previous pictures , and it looks as though jay roach directed the film from the back of a taxicab . ",0
2877,"this fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air . ",1
2427,"ramsay is clearly extraordinarily talented , and based on three short films and two features , here's betting her third feature will be something to behold . ",1
3587,the script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar . ,1
789,hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette's dialogue . ,1
2932,"birthday girl doesn't try to surprise us with plot twists , but rather seems to enjoy its own transparency . ",1
9268,"it takes a really long , slow and dreary time to dope out what tuck everlasting is about . so here it is : it's about a family of sour immortals . ",0
7167,"i still can't relate to stuart : he's a mouse , for cryin' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough . ",0
1712,a reasonably entertaining sequel to 1994's surprise family hit that may strain adult credibility . ,1
3930,"an eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake . ",1
1996,the entire cast is extraordinarily good . ,1
8358,"the pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie's final scenes . ",0
2907,"you're not merely watching history , you're engulfed by it . ",1
7207, . . . plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . ,0
4011,"it's a smart , funny look at an arcane area of popular culture , and if it isn't entirely persuasive , it does give exposure to some talented performers . ",1
7480,nothing plot-wise is worth e-mailing home about . ,0
9067,"told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject . ",0
2276,"in his u . s . debut , mr . schnitzler proves himself a deft pace master and stylist . ",1
2683,"i am not generally a huge fan of cartoons derived from tv shows , but hey arnold ! the movie is clever , offbeat and even gritty enough to overcome my resistance . ",1
7585,much-anticipated and ultimately lackluster movie . ,0
1138,"garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you'll want things to work out . ",1
7984,"if melville is creatively a great whale , this film is canned tuna . ",0
9916,"we could have expected a little more human being , and a little less product . ",0
1207,a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it's approached with imagination and flair . ,1
10192,the sweetest thing leaves a bitter taste . ,0
8978,"madonna has made herself over so often now , there's apparently nothing left to work with , sort of like michael jackson's nose . ",0
9606,"full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre's definitive , if disingenuous , feature . ",0
445,"lends itself to the narcotizing bland ( sinister , though not nearly so sinister as the biennial disney girl movie ) machinations of the biennial disney boy movie . ",1
